TRANSACTION_ID,PRODUCT_ID,PRODUCT_NAME,PRODUCT_PRICE,CUSTOMER_ID,CUSTOMER_NAME,GENDER,STORE_ID,STORE_NAME,SUPPLIER_ID,SUPPLIER_NAME,TIME_ID,TIME,DATE,WEEKEND,HALF_OF_YEAR,MONTH,QUARTER,YEAR,QUANTITY,TOTAL_SALES
184452,99,Jabra Elite 75t True Wireless Earbuds,149.99,1,John Doe,Male,3,Sound Zone,37,Jabra,339,16:48:00,2019-04-01,false,1,4,2,2019,8,1199.92
248181,101,Red Tomatoes,1899.99,1,John Doe,Male,51,Pakistan,51,Pakistan,343,16:49:00,2019-04-01,false,1,4,2,2019,56,106399.44
184639,10,Fitbit Charge 5,179.99,1,John Doe,Male,7,Health Zone,10,Fitbit Inc.,353,17:15:00,2019-04-01,false,1,4,2,2019,97,17459.03
180088,2,Dell XPS 13 Laptop,1299.99,1,John Doe,Male,2,Tech Haven,2,Dell Technologies,375,17:45:00,2019-04-01,false,1,4,2,2019,64,83199.36
185030,21,DJI Mavic Air 2 Drone,799.99,1,John Doe,Male,6,Photo World,20,DJI,378,18:05:00,2019-04-01,false,1,4,2,2019,69,55199.31
187325,29,AOC CQ32G1 Curved Gaming Monitor,349.99,1,John Doe,Male,4,Game Zone,27,AOC International,390,18:25:00,2019-04-01,false,1,4,2,2019,96,33599.04
186086,11,LG OLED C1 4K TV,2499.99,1,John Doe,Male,1,Electro Mart,11,LG Electronics,409,18:58:00,2019-04-01,false,1,4,2,2019,17,42499.83
185588,10,Fitbit Charge 5,179.99,1,John Doe,Male,7,Health Zone,10,Fitbit Inc.,431,19:28:00,2019-04-01,false,1,4,2,2019,20,3599.80
248191,101,Red Tomatoes,1899.99,1,John Doe,Male,51,Pakistan,51,Pakistan,446,19:48:00,2019-04-01,false,1,4,2,2019,50,94999.50
177773,2,Dell XPS 13 Laptop,1299.99,1,John Doe,Male,2,Tech Haven,2,Dell Technologies,461,20:03:00,2019-04-01,false,1,4,2,2019,80,103999.20
184314,11,LG OLED C1 4K TV,2499.99,1,John Doe,Male,1,Electro Mart,11,LG Electronics,465,20:11:00,2019-04-01,false,1,4,2,2019,83,207499.17
183950,10,Fitbit Charge 5,179.99,2,Jane Smith,Female,7,Health Zone,10,Fitbit Inc.,469,20:16:00,2019-04-01,false,1,4,2,2019,30,5399.70
178037,29,AOC CQ32G1 Curved Gaming Monitor,349.99,3,Michael Johnson,Male,4,Game Zone,27,AOC International,501,21:03:00,2019-04-01,false,1,4,2,2019,23,8049.77
188393,21,DJI Mavic Air 2 Drone,799.99,2,Jane Smith,Female,6,Photo World,20,DJI,524,21:34:00,2019-04-01,false,1,4,2,2019,6,4799.94
176626,10,Fitbit Charge 5,179.99,1,John Doe,Male,7,Health Zone,10,Fitbit Inc.,528,21:40:00,2019-04-01,false,1,4,2,2019,29,5219.71
193917,99,Jabra Elite 75t True Wireless Earbuds,149.99,1,John Doe,Male,3,Sound Zone,37,Jabra,530,21:41:00,2019-04-01,false,1,4,2,2019,7,1049.93
176956,11,LG OLED C1 4K TV,2499.99,1,John Doe,Male,1,Electro Mart,11,LG Electronics,533,21:43:00,2019-04-01,false,1,4,2,2019,58,144999.42
248203,99,Jabra Elite 75t True Wireless Earbuds,149.99,1,John Doe,Male,3,Sound Zone,37,Jabra,547,22:07:00,2019-04-01,false,1,4,2,2019,60,8999.40
179223,21,DJI Mavic Air 2 Drone,799.99,1,John Doe,Male,6,Photo World,20,DJI,550,22:09:00,2019-04-01,false,1,4,2,2019,32,25599.68
178390,99,Jabra Elite 75t True Wireless Earbuds,149.99,1,John Doe,Male,3,Sound Zone,37,Jabra,563,22:49:00,2019-04-01,false,1,4,2,2019,44,6599.56
180639,8,Alienware Aurora Gaming PC,1799.99,1,John Doe,Male,5,InnoTech,8,Alienware (Dell),29,01:53:00,2019-04-02,false,1,4,2,2019,70,125999.30
190987,101,Red Tomatoes,1899.99,1,John Doe,Male,51,Pakistan,51,Pakistan,31,02:54:00,2019-04-02,false,1,4,2,2019,75,142499.25
176588,10,Fitbit Charge 5,179.99,1,John Doe,Male,7,Health Zone,10,Fitbit Inc.,35,04:00:00,2019-04-02,false,1,4,2,2019,79,14219.21
182062,29,AOC CQ32G1 Curved Gaming Monitor,349.99,1,John Doe,Male,4,Game Zone,27,AOC International,39,04:54:00,2019-04-02,false,1,4,2,2019,89,31149.11
248213,29,AOC CQ32G1 Curved Gaming Monitor,349.99,3,Michael Johnson,Male,4,Game Zone,27,AOC International,44,06:06:00,2019-04-02,false,1,4,2,2019,15,5249.85
186846,10,Fitbit Charge 5,179.99,2,Jane Smith,Female,7,Health Zone,10,Fitbit Inc.,47,06:15:00,2019-04-02,false,1,4,2,2019,56,10079.44
186404,8,Alienware Aurora Gaming PC,1799.99,1,John Doe,Male,5,InnoTech,8,Alienware (Dell),65,07:55:00,2019-04-02,false,1,4,2,2019,88,158399.12
189080,8,Alienware Aurora Gaming PC,1799.99,1,John Doe,Male,5,InnoTech,8,Alienware (Dell),73,08:32:00,2019-04-02,false,1,4,2,2019,71,127799.29
188933,8,Alienware Aurora Gaming PC,1799.99,1,John Doe,Male,5,InnoTech,8,Alienware (Dell),76,08:42:00,2019-04-02,false,1,4,2,2019,54,97199.46
182052,101,Red Tomatoes,1899.99,1,John Doe,Male,51,Pakistan,51,Pakistan,102,09:43:00,2019-04-02,false,1,4,2,2019,78,148199.22
186066,10,Fitbit Charge 5,179.99,1,John Doe,Male,7,Health Zone,10,Fitbit Inc.,128,10:27:00,2019-04-02,false,1,4,2,2019,83,14939.17
179590,8,Alienware Aurora Gaming PC,1799.99,2,Jane Smith,Female,5,InnoTech,8,Alienware (Dell),132,10:38:00,2019-04-02,false,1,4,2,2019,21,37799.79
180582,21,DJI Mavic Air 2 Drone,799.99,1,John Doe,Male,6,Photo World,20,DJI,137,10:44:00,2019-04-02,false,1,4,2,2019,89,71199.11
178631,8,Alienware Aurora Gaming PC,1799.99,1,John Doe,Male,5,InnoTech,8,Alienware (Dell),146,10:58:00,2019-04-02,false,1,4,2,2019,81,145799.19
181976,11,LG OLED C1 4K TV,2499.99,4,Emily Brown,Female,1,Electro Mart,11,LG Electronics,149,11:02:00,2019-04-02,false,1,4,2,2019,43,107499.57
186969,10,Fitbit Charge 5,179.99,1,John Doe,Male,7,Health Zone,10,Fitbit Inc.,161,11:20:00,2019-04-02,false,1,4,2,2019,40,7199.60
191859,10,Fitbit Charge 5,179.99,1,John Doe,Male,7,Health Zone,10,Fitbit Inc.,162,11:21:00,2019-04-02,false,1,4,2,2019,19,3419.81
193325,11,LG OLED C1 4K TV,2499.99,1,John Doe,Male,1,Electro Mart,11,LG Electronics,163,11:21:00,2019-04-02,false,1,4,2,2019,97,242499.03
183488,29,AOC CQ32G1 Curved Gaming Monitor,349.99,1,John Doe,Male,4,Game Zone,27,AOC International,172,11:39:00,2019-04-02,false,1,4,2,2019,30,10499.70
189184,2,Dell XPS 13 Laptop,1299.99,1,John Doe,Male,2,Tech Haven,2,Dell Technologies,180,11:54:00,2019-04-02,false,1,4,2,2019,36,46799.64
191284,21,DJI Mavic Air 2 Drone,799.99,1,John Doe,Male,6,Photo World,20,DJI,198,12:19:00,2019-04-02,false,1,4,2,2019,30,23999.70
248222,11,LG OLED C1 4K TV,2499.99,1,John Doe,Male,1,Electro Mart,11,LG Electronics,206,12:29:00,2019-04-02,false,1,4,2,2019,93,232499.07
183556,99,Jabra Elite 75t True Wireless Earbuds,149.99,1,John Doe,Male,3,Sound Zone,37,Jabra,222,12:51:00,2019-04-02,false,1,4,2,2019,86,12899.14
248225,29,AOC CQ32G1 Curved Gaming Monitor,349.99,1,John Doe,Male,4,Game Zone,27,AOC International,235,13:14:00,2019-04-02,false,1,4,2,2019,89,31149.11
192604,101,Red Tomatoes,1899.99,2,Jane Smith,Female,51,Pakistan,51,Pakistan,242,13:21:00,2019-04-02,false,1,4,2,2019,60,113999.40
177528,99,Jabra Elite 75t True Wireless Earbuds,149.99,1,John Doe,Male,3,Sound Zone,37,Jabra,259,13:42:00,2019-04-02,false,1,4,2,2019,35,5249.65
182858,21,DJI Mavic Air 2 Drone,799.99,1,John Doe,Male,6,Photo World,20,DJI,267,13:52:00,2019-04-02,false,1,4,2,2019,20,15999.80
191405,29,AOC CQ32G1 Curved Gaming Monitor,349.99,1,John Doe,Male,4,Game Zone,27,AOC International,272,14:01:00,2019-04-02,false,1,4,2,2019,67,23449.33
187349,2,Dell XPS 13 Laptop,1299.99,1,John Doe,Male,2,Tech Haven,2,Dell Technologies,301,15:15:00,2019-04-02,false,1,4,2,2019,15,19499.85
190533,10,Fitbit Charge 5,179.99,1,John Doe,Male,7,Health Zone,10,Fitbit Inc.,302,15:15:00,2019-04-02,false,1,4,2,2019,56,10079.44
183165,11,LG OLED C1 4K TV,2499.99,2,Jane Smith,Female,1,Electro Mart,11,LG Electronics,325,16:04:00,2019-04-02,false,1,4,2,2019,73,182499.27
188677,11,LG OLED C1 4K TV,2499.99,1,John Doe,Male,1,Electro Mart,11,LG Electronics,336,16:17:00,2019-04-02,false,1,4,2,2019,61,152499.39
182587,11,LG OLED C1 4K TV,2499.99,1,John Doe,Male,1,Electro Mart,11,LG Electronics,337,16:18:00,2019-04-02,false,1,4,2,2019,88,219999.12
185905,11,LG OLED C1 4K TV,2499.99,1,John Doe,Male,1,Electro Mart,11,LG Electronics,343,16:30:00,2019-04-02,false,1,4,2,2019,36,89999.64
186275,29,AOC CQ32G1 Curved Gaming Monitor,349.99,1,John Doe,Male,4,Game Zone,27,AOC International,359,17:01:00,2019-04-02,false,1,4,2,2019,11,3849.89
248231,11,LG OLED C1 4K TV,2499.99,1,John Doe,Male,1,Electro Mart,11,LG Electronics,367,17:24:00,2019-04-02,false,1,4,2,2019,17,42499.83
184583,99,Jabra Elite 75t True Wireless Earbuds,149.99,1,John Doe,Male,3,Sound Zone,37,Jabra,372,17:31:00,2019-04-02,false,1,4,2,2019,86,12899.14
185828,29,AOC CQ32G1 Curved Gaming Monitor,349.99,1,John Doe,Male,4,Game Zone,27,AOC International,375,17:35:00,2019-04-02,false,1,4,2,2019,99,34649.01
184084,99,Jabra Elite 75t True Wireless Earbuds,149.99,1,John Doe,Male,3,Sound Zone,37,Jabra,388,18:00:00,2019-04-02,false,1,4,2,2019,40,5999.60
182381,11,LG OLED C1 4K TV,2499.99,1,John Doe,Male,1,Electro Mart,11,LG Electronics,456,19:21:00,2019-04-02,false,1,4,2,2019,78,194999.22
248246,2,Dell XPS 13 Laptop,1299.99,1,John Doe,Male,2,Tech Haven,2,Dell Technologies,465,19:39:00,2019-04-02,false,1,4,2,2019,45,58499.55
193347,11,LG OLED C1 4K TV,2499.99,1,John Doe,Male,1,Electro Mart,11,LG Electronics,472,19:57:00,2019-04-02,false,1,4,2,2019,77,192499.23
248247,99,Jabra Elite 75t True Wireless Earbuds,149.99,1,John Doe,Male,3,Sound Zone,37,Jabra,474,20:00:00,2019-04-02,false,1,4,2,2019,50,7499.50
180550,11,LG OLED C1 4K TV,2499.99,1,John Doe,Male,1,Electro Mart,11,LG Electronics,475,20:00:00,2019-04-02,false,1,4,2,2019,6,14999.94
190817,2,Dell XPS 13 Laptop,1299.99,1,John Doe,Male,2,Tech Haven,2,Dell Technologies,480,20:07:00,2019-04-02,false,1,4,2,2019,89,115699.11
191893,99,Jabra Elite 75t True Wireless Earbuds,149.99,1,John Doe,Male,3,Sound Zone,37,Jabra,483,20:10:00,2019-04-02,false,1,4,2,2019,5,749.95
176760,101,Red Tomatoes,1899.99,1,John Doe,Male,51,Pakistan,51,Pakistan,491,20:32:00,2019-04-02,false,1,4,2,2019,85,161499.15
189731,21,DJI Mavic Air 2 Drone,799.99,1,John Doe,Male,6,Photo World,20,DJI,509,21:05:00,2019-04-02,false,1,4,2,2019,99,79199.01
178231,10,Fitbit Charge 5,179.99,1,John Doe,Male,7,Health Zone,10,Fitbit Inc.,510,21:05:00,2019-04-02,false,1,4,2,2019,91,16379.09
190562,99,Jabra Elite 75t True Wireless Earbuds,149.99,1,John Doe,Male,3,Sound Zone,37,Jabra,521,21:15:00,2019-04-02,false,1,4,2,2019,75,11249.25
178750,11,LG OLED C1 4K TV,2499.99,1,John Doe,Male,1,Electro Mart,11,LG Electronics,13,02:26:00,2019-04-03,false,1,4,2,2019,9,22499.91
181002,2,Dell XPS 13 Laptop,1299.99,1,John Doe,Male,2,Tech Haven,2,Dell Technologies,18,02:47:00,2019-04-03,false,1,4,2,2019,15,19499.85
182107,10,Fitbit Charge 5,179.99,1,John Doe,Male,7,Health Zone,10,Fitbit Inc.,41,07:27:00,2019-04-03,false,1,4,2,2019,50,8999.50
179278,101,Red Tomatoes,1899.99,2,Jane Smith,Female,51,Pakistan,51,Pakistan,56,08:18:00,2019-04-03,false,1,4,2,2019,78,148199.22
187211,2,Dell XPS 13 Laptop,1299.99,1,John Doe,Male,2,Tech Haven,2,Dell Technologies,72,09:06:00,2019-04-03,false,1,4,2,2019,87,113099.13
185664,99,Jabra Elite 75t True Wireless Earbuds,149.99,1,John Doe,Male,3,Sound Zone,37,Jabra,85,09:33:00,2019-04-03,false,1,4,2,2019,84,12599.16
191064,101,Red Tomatoes,1899.99,1,John Doe,Male,51,Pakistan,51,Pakistan,102,10:11:00,2019-04-03,false,1,4,2,2019,9,17099.91
178307,10,Fitbit Charge 5,179.99,1,John Doe,Male,7,Health Zone,10,Fitbit Inc.,106,10:15:00,2019-04-03,false,1,4,2,2019,5,899.95
186654,99,Jabra Elite 75t True Wireless Earbuds,149.99,1,John Doe,Male,3,Sound Zone,37,Jabra,110,10:20:00,2019-04-03,false,1,4,2,2019,36,5399.64
181735,10,Fitbit Charge 5,179.99,1,John Doe,Male,7,Health Zone,10,Fitbit Inc.,155,11:18:00,2019-04-03,false,1,4,2,2019,69,12419.31
186805,101,Red Tomatoes,1899.99,1,John Doe,Male,51,Pakistan,51,Pakistan,175,11:51:00,2019-04-03,false,1,4,2,2019,28,53199.72
248263,10,Fitbit Charge 5,179.99,1,John Doe,Male,7,Health Zone,10,Fitbit Inc.,181,11:56:00,2019-04-03,false,1,4,2,2019,74,13319.26
190074,99,Jabra Elite 75t True Wireless Earbuds,149.99,2,Jane Smith,Female,3,Sound Zone,37,Jabra,192,12:09:00,2019-04-03,false,1,4,2,2019,69,10349.31
184139,101,Red Tomatoes,1899.99,1,John Doe,Male,51,Pakistan,51,Pakistan,198,12:16:00,2019-04-03,false,1,4,2,2019,44,83599.56
178141,99,Jabra Elite 75t True Wireless Earbuds,149.99,1,John Doe,Male,3,Sound Zone,37,Jabra,225,12:48:00,2019-04-03,false,1,4,2,2019,61,9149.39
192674,21,DJI Mavic Air 2 Drone,799.99,1,John Doe,Male,6,Photo World,20,DJI,228,12:52:00,2019-04-03,false,1,4,2,2019,90,71999.10
179911,21,DJI Mavic Air 2 Drone,799.99,1,John Doe,Male,6,Photo World,20,DJI,231,12:59:00,2019-04-03,false,1,4,2,2019,79,63199.21
176824,2,Dell XPS 13 Laptop,1299.99,2,Jane Smith,Female,2,Tech Haven,2,Dell Technologies,233,13:01:00,2019-04-03,false,1,4,2,2019,35,45499.65
177244,21,DJI Mavic Air 2 Drone,799.99,1,John Doe,Male,6,Photo World,20,DJI,247,13:31:00,2019-04-03,false,1,4,2,2019,85,67999.15
192490,2,Dell XPS 13 Laptop,1299.99,1,John Doe,Male,2,Tech Haven,2,Dell Technologies,274,14:00:00,2019-04-03,false,1,4,2,2019,36,46799.64
189239,99,Jabra Elite 75t True Wireless Earbuds,149.99,1,John Doe,Male,3,Sound Zone,37,Jabra,325,15:18:00,2019-04-03,false,1,4,2,2019,51,7649.49
190489,10,Fitbit Charge 5,179.99,1,John Doe,Male,7,Health Zone,10,Fitbit Inc.,329,15:33:00,2019-04-03,false,1,4,2,2019,28,5039.72
188349,2,Dell XPS 13 Laptop,1299.99,1,John Doe,Male,2,Tech Haven,2,Dell Technologies,362,16:33:00,2019-04-03,false,1,4,2,2019,81,105299.19
181014,10,Fitbit Charge 5,179.99,1,John Doe,Male,7,Health Zone,10,Fitbit Inc.,376,16:46:00,2019-04-03,false,1,4,2,2019,59,10619.41
184004,8,Alienware Aurora Gaming PC,1799.99,1,John Doe,Male,5,InnoTech,8,Alienware (Dell),378,16:47:00,2019-04-03,false,1,4,2,2019,52,93599.48
179158,21,DJI Mavic Air 2 Drone,799.99,1,John Doe,Male,6,Photo World,20,DJI,405,17:29:00,2019-04-03,false,1,4,2,2019,58,46399.42
190373,29,AOC CQ32G1 Curved Gaming Monitor,349.99,1,John Doe,Male,4,Game Zone,27,AOC International,413,17:43:00,2019-04-03,false,1,4,2,2019,76,26599.24
177288,99,Jabra Elite 75t True Wireless Earbuds,149.99,1,John Doe,Male,3,Sound Zone,37,Jabra,414,17:47:00,2019-04-03,false,1,4,2,2019,44,6599.56
191830,29,AOC CQ32G1 Curved Gaming Monitor,349.99,2,Jane Smith,Female,4,Game Zone,27,AOC International,426,18:10:00,2019-04-03,false,1,4,2,2019,91,31849.09
182912,2,Dell XPS 13 Laptop,1299.99,1,John Doe,Male,2,Tech Haven,2,Dell Technologies,447,18:53:00,2019-04-03,false,1,4,2,2019,92,119599.08
191666,21,DJI Mavic Air 2 Drone,799.99,2,Jane Smith,Female,6,Photo World,20,DJI,451,18:59:00,2019-04-03,false,1,4,2,2019,23,18399.77
187123,10,Fitbit Charge 5,179.99,2,Jane Smith,Female,7,Health Zone,10,Fitbit Inc.,457,19:11:00,2019-04-03,false,1,4,2,2019,83,14939.17
192722,2,Dell XPS 13 Laptop,1299.99,1,John Doe,Male,2,Tech Haven,2,Dell Technologies,485,19:54:00,2019-04-03,false,1,4,2,2019,97,126099.03
177128,99,Jabra Elite 75t True Wireless Earbuds,149.99,1,John Doe,Male,3,Sound Zone,37,Jabra,490,20:10:00,2019-04-03,false,1,4,2,2019,70,10499.30
186644,11,LG OLED C1 4K TV,2499.99,1,John Doe,Male,1,Electro Mart,11,LG Electronics,491,20:12:00,2019-04-03,false,1,4,2,2019,85,212499.15
193525,2,Dell XPS 13 Laptop,1299.99,1,John Doe,Male,2,Tech Haven,2,Dell Technologies,506,20:31:00,2019-04-03,false,1,4,2,2019,61,79299.39
179302,2,Dell XPS 13 Laptop,1299.99,1,John Doe,Male,2,Tech Haven,2,Dell Technologies,514,20:43:00,2019-04-03,false,1,4,2,2019,67,87099.33
179255,10,Fitbit Charge 5,179.99,1,John Doe,Male,7,Health Zone,10,Fitbit Inc.,516,20:44:00,2019-04-03,false,1,4,2,2019,10,1799.90
248295,29,AOC CQ32G1 Curved Gaming Monitor,349.99,1,John Doe,Male,4,Game Zone,27,AOC International,546,21:33:00,2019-04-03,false,1,4,2,2019,6,2099.94
181710,21,DJI Mavic Air 2 Drone,799.99,1,John Doe,Male,6,Photo World,20,DJI,548,21:37:00,2019-04-03,false,1,4,2,2019,17,13599.83
190802,99,Jabra Elite 75t True Wireless Earbuds,149.99,2,Jane Smith,Female,3,Sound Zone,37,Jabra,568,22:26:00,2019-04-03,false,1,4,2,2019,20,2999.80
193815,11,LG OLED C1 4K TV,2499.99,1,John Doe,Male,1,Electro Mart,11,LG Electronics,593,23:47:00,2019-04-03,false,1,4,2,2019,7,17499.93
185109,11,LG OLED C1 4K TV,2499.99,1,John Doe,Male,1,Electro Mart,11,LG Electronics,597,23:58:00,2019-04-03,false,1,4,2,2019,94,234999.06
186274,8,Alienware Aurora Gaming PC,1799.99,2,Jane Smith,Female,5,InnoTech,8,Alienware (Dell),599,23:59:00,2019-04-03,false,1,4,2,2019,22,39599.78
178629,101,Red Tomatoes,1899.99,1,John Doe,Male,51,Pakistan,51,Pakistan,26,01:56:00,2019-04-04,false,1,4,2,2019,7,13299.93
191292,29,AOC CQ32G1 Curved Gaming Monitor,349.99,1,John Doe,Male,4,Game Zone,27,AOC International,27,02:10:00,2019-04-04,false,1,4,2,2019,7,2449.93
183222,99,Jabra Elite 75t True Wireless Earbuds,149.99,1,John Doe,Male,3,Sound Zone,37,Jabra,28,02:21:00,2019-04-04,false,1,4,2,2019,66,9899.34
182457,8,Alienware Aurora Gaming PC,1799.99,1,John Doe,Male,5,InnoTech,8,Alienware (Dell),56,08:08:00,2019-04-04,false,1,4,2,2019,71,127799.29
180944,8,Alienware Aurora Gaming PC,1799.99,1,John Doe,Male,5,InnoTech,8,Alienware (Dell),57,08:11:00,2019-04-04,false,1,4,2,2019,55,98999.45
187354,29,AOC CQ32G1 Curved Gaming Monitor,349.99,1,John Doe,Male,4,Game Zone,27,AOC International,58,08:11:00,2019-04-04,false,1,4,2,2019,63,22049.37
177635,10,Fitbit Charge 5,179.99,1,John Doe,Male,7,Health Zone,10,Fitbit Inc.,82,09:16:00,2019-04-04,false,1,4,2,2019,55,9899.45
193121,2,Dell XPS 13 Laptop,1299.99,1,John Doe,Male,2,Tech Haven,2,Dell Technologies,96,09:48:00,2019-04-04,false,1,4,2,2019,70,90999.30
179954,29,AOC CQ32G1 Curved Gaming Monitor,349.99,1,John Doe,Male,4,Game Zone,27,AOC International,108,10:05:00,2019-04-04,false,1,4,2,2019,12,4199.88
248315,11,LG OLED C1 4K TV,2499.99,1,John Doe,Male,1,Electro Mart,11,LG Electronics,116,10:17:00,2019-04-04,false,1,4,2,2019,37,92499.63
190158,10,Fitbit Charge 5,179.99,1,John Doe,Male,7,Health Zone,10,Fitbit Inc.,119,10:20:00,2019-04-04,false,1,4,2,2019,65,11699.35
192473,11,LG OLED C1 4K TV,2499.99,1,John Doe,Male,1,Electro Mart,11,LG Electronics,136,10:47:00,2019-04-04,false,1,4,2,2019,16,39999.84
190152,8,Alienware Aurora Gaming PC,1799.99,1,John Doe,Male,5,InnoTech,8,Alienware (Dell),152,11:07:00,2019-04-04,false,1,4,2,2019,90,161999.10
248322,101,Red Tomatoes,1899.99,1,John Doe,Male,51,Pakistan,51,Pakistan,158,11:09:00,2019-04-04,false,1,4,2,2019,83,157699.17
248324,29,AOC CQ32G1 Curved Gaming Monitor,349.99,1,John Doe,Male,4,Game Zone,27,AOC International,161,11:11:00,2019-04-04,false,1,4,2,2019,5,1749.95
181278,99,Jabra Elite 75t True Wireless Earbuds,149.99,1,John Doe,Male,3,Sound Zone,37,Jabra,165,11:22:00,2019-04-04,false,1,4,2,2019,54,8099.46
248328,99,Jabra Elite 75t True Wireless Earbuds,149.99,1,John Doe,Male,3,Sound Zone,37,Jabra,178,11:34:00,2019-04-04,false,1,4,2,2019,12,1799.88
178914,101,Red Tomatoes,1899.99,1,John Doe,Male,51,Pakistan,51,Pakistan,180,11:38:00,2019-04-04,false,1,4,2,2019,65,123499.35
188547,101,Red Tomatoes,1899.99,1,John Doe,Male,51,Pakistan,51,Pakistan,188,11:47:00,2019-04-04,false,1,4,2,2019,79,150099.21
193861,11,LG OLED C1 4K TV,2499.99,1,John Doe,Male,1,Electro Mart,11,LG Electronics,193,11:58:00,2019-04-04,false,1,4,2,2019,72,179999.28
183661,101,Red Tomatoes,1899.99,1,John Doe,Male,51,Pakistan,51,Pakistan,198,12:02:00,2019-04-04,false,1,4,2,2019,78,148199.22
178311,21,DJI Mavic Air 2 Drone,799.99,2,Jane Smith,Female,6,Photo World,20,DJI,207,12:14:00,2019-04-04,false,1,4,2,2019,83,66399.17
